SYMBOL,TOTTRDQTY,TOTTRDVAL,TOTALTRADES
SPTL,2200,98355.3,37
SREEL,350358,161545687.7,14461
SRF,18616,703496.6,202
SRHHYPOLTD,64513,32988227,4847
SRPL,33234,9501137.75,1846
SSWL,331842,1117333.4,536
STAR,81605,18977042.5,4183
STARCEMENT,418090,1042671499,26926
STARHEALTH,15841,12004151.85,1618
STARPAPER,31336,2535582.1,414
STARTECK,25654,19699552.75,3088
STCINDIA,403510,125914490.6,15518
STEELCAS,105587,11344176.6,2510
STEELCITY,112776,81118297.65,11207
STEELXIND,76939,15257581,3613
STEL,11994,1607367.2,135
STERTOOLS,70440,6136556.8,910
STLTECH,2076,907113.8,146
STOVEKRAFT,11248,654162.65,166
STYLAMIND,363384,4717468.15,558
SUBCAPCITY,14894,1893166.95,447
SUBEXLTD,90489,18968690.3,1732
SUBROS,556825,94694238.2,8592
SUDARSCHEM,231185,158774675.8,11919
SUMEETINDS,15378,16645871.3,1911
SUMICHEM,1522,207027.8,41
SUMIT,1328541,42308405.95,3664
SUMMITSEC,17052,6285973.1,1408
SUNCLAYLTD,262841,108344317,5033
SUNDARAM,101406,621023.5,207
SUNDARMFIN,306375,155054756.1,15094
SUNDARMHLD,7303,90599.1,56
SUNDRMBRAK,4534,2770711,330
SUNDRMFAST,1280,5683627.45,441
SUNFLAG,453208,1294503.1,273
SUNPHARMA,42069,93070280.05,6093
SUNTECK,140086,13414220.4,3445
SUNTV,1802,613779.1,129
SUPERHOUSE,72708,66747309.75,6522
SUPERSPIN,109028,9023207.65,1899
SUPRAJIT,4498223,4350945079,96595
SUPREMEENG,158225,62908079.55,7613
SUPREMEIND,1267973,686770238.4,24741
SUPREMEINF,60436,14744807,2310
SUPRIYA,25354,262517.5,88
SURANASOL,64946,21195244.45,5965
SURANAT&P,302373,535689.5,263
SURYALAXMI,20382,40287663.25,4072
SURYAROSNI,18601,518967.9,53
SURYODAY,147169,42261096.15,5866
SUTLEJTEX,26610,617377.4,573
SUULD,42527,479468.9,291
SUVEN,14498,906266.2,270
SUVENPHAR,48467,22368974.8,2949
SUVIDHAA,104782,10088912.25,1603
SUZLON,68813,4573066.3,1162
SUZLON-RE,47619,2066598.15,333
SVPGLOB,497853,36318973.55,4992
SWANENERGY,226343,92137637.85,8352
SWARAJENG,84315,484137.7,272
SWELECTES,164628722,1115006250,70596
SWSOLAR,98126981,102857204.8,46871
SYMPHONY,101544,2883654.4,763
SYNGENE,85809,18183389.95,2481
SYRMA,4859,7957185.3,1068
TAINWALCHM,39628,12843503.65,1462
TAJGVK,637038,187915394.5,12871
TAKE,19674,16626296.4,3622
TALBROAUTO,277241,152161051,6399
TANLA,215455,61765192.65,6939
TANTIACONS,3179,283272.5,130
TARAPUR,113427,21643369.5,2718
TARC,94612,2307822.75,758
TARMAT,13782,6557833.35,1080
TARSONS,3452310,2889769127,101710
TASTYBITE,38250,503339.6,65
TATACHEM,4254,18316.8,17
TATACOFFEE,535200,22898095.2,2479
TATACOMM,1501,78211.05,65
TATACONSUM,35645,28509558.25,4400
TATAELXSI,1409,16876273.6,651
TATAINVEST,1477297,1702755013,42801
TATAMETALI,410047,87963074.4,7169
TATAMOTORS,382393,441519135.9,17109
TATAMTRDVR,1198492,905835253.1,29936
TATAPOWER,98972,826644091.8,18867
TATASTEEL,36952,85035840.05,5144
TATASTLLP,21148,15340489.45,2198
TATVA,12584114,5011016733,142183
TBZ,1847991,356273283.2,18124
TCI,9559072,2062161589,68244
TCIDEVELOP,34668093,3467784413,153438
TCIEXP,70758,43163163.7,2610
TCNSBRANDS,3001,7486378.35,1307
TCPLPACK,470228,37946297.05,7875
TCS,65212,51063074.95,6487
TDPOWERSYS,972,375014.65,21
TEAMLEASE,8575,16108537.9,2398
TECHIN,17915,11367966.1,2397
TECHM,13941,16977855.95,1274
TECHNOE,2054781,6333960811,104137
TEGA,54307,33647835.6,4310
TEJASNET,21808,65637584.65,3652
TEMBO,52277,519144.9,271
TERASOFT,1344162,1357772634,33844
TEXINFRA,157809,44128157.5,5092
TEXMOPIPES,32336,17293498.55,2472
TEXRAIL,904838,649959472.7,23480
TFCILTD,18178,1768045.9,354
TFL,34985,1663937.3,348
TGBHOTELS,11158,683392.6,129
THANGAMAYL,58020,3684350.45,1186
THEINVEST,1673754,79449744.25,7996
THEMISMED,271291,18211558.3,3056
THERMAX,183,1596.1,4
THOMASCOOK,18467,211314.15,83
THOMASCOTT,4011,5096270.6,778
THYROCARE,8850,820675.7,318
TI,1658,1672080.35,330
TIDEWATER,147077,300410946.3,18403
TIIL,176611,13595485.45,2246
TIINDIA,1206,45200.75,10
TIJARIA,12337,8327705.55,1336
TIL,470152,47471673.9,3898
TIMESGTY,5630,5811237.55,1506
TIMETECHNO,27027,19540204.6,1966
TIMKEN,203213,541110386.9,25740
TINPLATE,216337,1017259.45,287
TIPSFILMS,13582,1510964.3,478
TIPSINDLTD,1058,52698.2,95
TIRUMALCHM,698856,73385544.4,6213
TIRUPATIFL,30236,95335640.05,6714
TITAN,165311,49814754,5942
TMB,6223,2059190.7,117
TNPETRO,3598,5586158.15,587
TNPL,151241,32202685,5051
TNTELE,98358,1477909.25,247
TOKYOPLAST,1038687,2704655438,41122
TORNTPHARM,65116,30380499.85,5054
TORNTPOWER,85329,8340483.9,2456
TOTAL,184973,43275732.05,4519
TOUCHWOOD,4134,32336.3,32
TPLPLASTEH,2025,195804.8,80
TREEHOUSE,292748,466241855.2,18468
TREJHARA,251988,120660926.2,8292
TRENT,40483,6591361.45,774
TRF,12900,1384332.6,75
TRIDENT,85165,16544189.25,2526
TRIGYN,67216,1108303.1,217
TRIL,48848,3467752.45,730
TRITURBINE,286921,404074469.5,16470
TRIVENI,17997,3299749.95,229
TRU,3087786,111939050.1,21730
TTKHLTCARE,51184,5149753.3,978
TTKPRESTIG,485715,25149515.3,3136
TTL,856454,222999189.2,18078
TTML,2018155,572542446.3,34950
TV18BRDCST,230284,13875498.05,2878
TVSELECT,4090,3994507.1,427
TVSMOTOR,52301,51289799.55,6251
TVSSRICHAK,8409,726980.4,304
TVTODAY,915675,93543499.15,9234
TVVISION,3221114,119350049.1,10088
TWL,25076,6125385.65,1784
UBL,1370021,1476630036,45360
UCALFUEL,3661,8768476.55,844
UCOBANK,66452,18065077.35,1765
UDAICEMENT,2152,5918,3
UFLEX,296634,47402426.65,1358
UFO,96499,159941062.1,6978
UGARSUGAR,5881,751965.85,185
UJAAS,157835,484274.2,308
UJJIVAN,807037,201212397.9,19870
UJJIVANSFB,3813770,93658396.35,9809
ULTRACEMCO,314360,1933437504,34450
UMAEXPORTS,27677,1311347.7,535
UMANGDAIRY,2426,143494.65,110
UMESLTD,12449,51875.9,82
UNICHEMLAB,49010,17742823.65,2748
UNIDT,95237,28636717.6,3526
UNIENTER,2947,383387.1,117
UNIINFO,2169,52551.6,21
UNIONBANK,2761557,119339706.6,7077
UNITECH,818105,1538417.6,565
UNITEDPOLY,445280,28331119.75,2332
UNITEDTEA,3383,999377.65,100
UNIVASTU,12935,1008922.05,201
UNIVCABLES,250550,64252340.3,9096
UNIVPHOTO,64002,38897498.2,4948
UNOMINDA,99811,55937796.15,9254
UPL,745089,496513644.4,23639
URJA,477800,5261697.45,3011
USHAMART,1414146,186871153.4,13252
UTIAMC,68727,49665729.7,7300
UTTAMSTL,370689,1164351.3,316
UTTAMSUGAR,39434,10415283.15,1966
V2RETAIL,14005,1543243.75,384
VADILALIND,12024,30231862.5,1905
VAIBHAVGBL,109720,38231032.5,5692
VAISHALI,34114,3382760.35,490
VAKRANGEE,3893503,135444295.7,7146
VALIANTORG,16379,11761865,2447
VARDHACRLC,64564,3358246.75,546
VARDMNPOLY,6807,134581.2,85
VARROC,746430,233865226.7,4873
VASCONEQ,402052,11028517.85,1058
VASWANI,49553,1011264.2,322
VBL,1645516,1768383739,74284
VCL,207975,1885222.5,658
VEDL,10965277,3190981861,94256
VENKEYS,14624,28392285.6,2773
VENUSPIPES,300567,202624721.4,11652
VENUSREM,34004,6901340.5,1093
VERANDA,444899,151269887.7,12966
VERTOZ,294864,36886731.2,4625
VESUVIUS,4645,6795329.65,1006
VETO,33864,3558146.1,534
VGUARD,627464,157732530.2,12740
VHL,899,2792579.3,183
VIDHIING,10896,4176587,1161
VIJAYA,47189,19989636.2,2778
VIJIFIN,186994,459562.05,259
VIKASECO,6979003,23580253.3,3313
VIKASLIFE,5434604,26743315.7,4911
VIKASPROP,759091,636891.3,789
VIKASWSP,79080,166427.6,118
VIMTALABS,48664,16991900.45,3175
VINATIORGA,16485,32670704.85,4061
VINDHYATEL,13258,18718027.7,2295
VINEETLAB,16285,1045770.6,282
VINYLINDIA,23869,13649617.3,1414
VIPCLOTHNG,248946,9294062.85,1258
VIPIND,147160,101391879.2,7708
VIPULLTD,7757,96685.75,58
VISAKAIND,38349,21020421.5,2277
VISASTEEL,11853,168565.05,144
VISESHINFO,7060383,4332424.95,4235
VISHAL,133307,3046988.75,827
VISHNU,15958,29486207.05,3131
VISHWARAJ,309168,5295330.35,1119
VIVIDHA,341847,434690,618
VIVIMEDLAB,75827,747079.1,236
VLSFINANCE,11858,1581158.55,367
VMART,13266,37119747.9,4979
VOLTAMP,24433,63602371.4,3856
VOLTAS,431376,375320245.9,11055
VRLLOG,91615,54172972.5,6680
VSSL,7917,1979782.75,499
VSTIND,4450,14581845.6,1559
VSTTILLERS,9256,20556468.2,3173
VTL,248458,87282671.45,8851
WABAG,61636,16178468.85,2839
WALCHANNAG,69441,3915398.05,312
WANBURY,6064,407872.2,56
WATERBASE,24235,1936145.35,428
WEALTH,486,127151.05,106
WEBELSOLAR,67469,6486669.65,1324
WEIZMANIND,14398,1233321.3,325
WELCORP,1331677,321821937.1,24673
WELENT,99171,12426877,2212
WELINV,153,43758.15,34
WELSPUNIND,494629,37827382.2,5533
WENDT,381,2909080.8,160
WESTLIFE,169980,122641963.4,9203
WEWIN,5898,286787.9,46
WFL,2685,459005.5,208
WHEELS,3197,1964111.65,285
WHIRLPOOL,108208,171103751.1,5294
WILLAMAGOR,17,423.3,2
WINDLAS,27308,6288984.25,1198
WINDMACHIN,125907,4625224.5,881
WINPRO,483295,2641879.75,414
WIPL,12659,1425769.35,163
WIPRO,42448106,16252222825,618958
WOCKPHARMA,325191,78725547.5,8646
WONDERLA,137056,50699640.4,10225
WORTH,13039,1568993.25,341
WSTCSTPAPR,183045,95764421.75,9811
XCHANGING,545160,44898131.65,7372
XELPMOC,17004,2935472.25,695
XPROINDIA,14956,10358811,1136
YAARI,41365,1454889,494
YESBANK,38929298,614207566.3,44072
YUKEN,3493,1808177.3,240
ZEEL,14644033,3969010170,91294
ZEELEARN,285925,2037320.35,577
ZEEMEDIA,623345,10325523.2,1128
ZENITHEXPO,130297,17222759.95,3100
ZENITHSTL,154184,837670.95,394
ZENSARTECH,474599,103843327.2,14116
ZENTEC,128269,25147467.85,3868
ZFCVINDIA,10659,114080528.3,3987
ZODIAC,22475,3278438.7,979
ZODIACLOTH,4595,426215.75,119
ZOMATO,73750800,4606351987,132130
ZOTA,11458,3205932.3,651
ZUARI,256519,47151326.75,4693
ZUARIIND,33839,5618621.5,1273
ZYDUSLIFE,612113,255363764.4,13615
ZYDUSWELL,25738,44788060.25,5266
